"action","boro","inspection_date","cuisine_description","dba","score","street","violation_description","zipcode","grade","lon"
NA,"MANHATTAN",2017-09-01,"Bakery","ZON BAKERY & CAFE",12,"SAINT NICHOLAS AVE","Evidence of mice or live mice present in facility's food and/or non-food areas.",10033,"A",NA
NA,"MANHATTAN",2017-09-01,"Hamburgers","JUMBO'S HAMBURGERS",13,"WEST  145 STREET","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10039,"A",NA
NA,"MANHATTAN",2017-09-01,"American","HUNTER COLLEGE FOOD COURT",27,"PARK AVENUE","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10065,NA,NA
NA,"MANHATTAN",2017-09-01,"Asian","FATTY FISH",41,"EAST   64 STREET","Live roaches present in facility's food and/or non-food areas.",10065,NA,NA
NA,"MANHATTAN",2017-09-01,"CafÃ©/Coffee/Tea","CARNEGIE CUP CAFE",12,"PARK AVE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10128,"A",NA
NA,"MANHATTAN",2017-09-01,"American","JANE STREET",8,"VESEY ST","Hot food item not held at or above 140Âº F.",10281,"A",NA
NA,"STATEN ISLAND",2017-09-01,"Japanese","SAYORI JAPANESE",16,"FOREST AVE","Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",10302,"Not Yet Graded",NA
NA,"BRONX",2017-09-01,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","LA PARADA",16,"E TREMONT AVE","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10457,NA,NA
NA,"QUEENS",2017-09-01,"Pizza","ANDY'S CAFE",26,"ASTORIA BLVD","Evidence of mice or live mice present in facility's food and/or non-food areas.",11102,NA,NA
NA,"QUEENS",2017-09-01,"CafÃ©/Coffee/Tea","SWEET LEAF",22,"CENTER BOULEVARD","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11109,NA,NA
NA,"BROOKLYN",2017-09-01,"Other","WINE & DESIGN",12,"DEKALB AVE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11205,"A",NA
NA,"QUEENS",2017-09-01,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","DELICIAS CALENAS",10,"ROOSEVELT AVE","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",11372,"A",NA
NA,"QUEENS",2017-09-01,"Mexican","THE CRUS-Z FAMILY RESTAURANT",11,"ROOSEVELT AVE","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",11372,"A",NA
NA,"QUEENS",2017-09-01,"American","AUSTIN'S STEAK & ALE HOUSE",36,"AUSTIN STREET","Hot food item not held at or above 140Âº F.",11415,NA,NA
NA,"QUEENS",2017-09-01,"Caribbean","NEW ORIENTAL GUYANA RESTAURANT",22,"LIBERTY AVENUE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11419,NA,NA
NA,"QUEENS",2017-09-01,"American","WILD ORCHID BAR & LOUNGE",16,"LEFFERTS BLVD","Food Protection Certificate not held by supervisor of food operations.",11420,NA,NA
NA,"BROOKLYN",2017-09-02,"American","UNION POOL",17,"UNION AVENUE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11211,NA,NA
NA,"QUEENS",2017-09-02,"Chinese","HE NAN CUISINE",22,"41ST AVE","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",11355,NA,NA
NA,"MANHATTAN",2017-09-05,"American","SEAMORE'S",23,"8TH AVE","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",10011,NA,NA
NA,"MANHATTAN",2017-09-05,"Chinese","HOUSE SPECIAL RESTAURANT",18,"HESTER ST","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10013,NA,NA
NA,"MANHATTAN",2017-09-05,"Japanese","VILLAGE EXPRESS ASIAN CUISINE",10,"BARROW ST","Thawing procedures improper.",10014,"A",NA
NA,"MANHATTAN",2017-09-05,"American","BROADWAY THEATRE",7,"BROADWAY","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10019,"A",NA
NA,"MANHATTAN",2017-09-05,"CafÃ©/Coffee/Tea","HEX & COMPANY",8,"BROADWAY","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10025,"Not Yet Graded",NA
NA,"MANHATTAN",2017-09-05,"Chinese","WA JEAL",24,"2 AVENUE","Live roaches present in facility's food and/or non-food areas.",10028,NA,NA
NA,"MANHATTAN",2017-09-05,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","ANDY'S RESTAURAUNT",12,"3 AVENUE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10035,"A",NA
NA,"MANHATTAN",2017-09-05,"Japanese","CHARLIE'S PLACE & SUSHI",9,"MADISON AVE","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10035,"A",NA
NA,"MANHATTAN",2017-09-05,"American","TERRIFIC  WINGS",13,"LEXINGTON AVE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10035,"A",NA
NA,"MANHATTAN",2017-09-05,"American","GREEN KITCHEN DINER",13,"1 AVENUE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10075,"A",NA
NA,"STATEN ISLAND",2017-09-05,"Mexican","DON CHUCHO",21,"FOREST AVE","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",10310,"Not Yet Graded",NA
NA,"STATEN ISLAND",2017-09-05,"Japanese","MITOUSHI SUSHI",63,"AKRON ST","Evidence of mice or live mice present in facility's food and/or non-food areas.",10314,"Not Yet Graded",NA
NA,"BRONX",2017-09-05,"American","GUN HILL TAVERN",64,"E 133RD ST","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10454,NA,NA
NA,"BRONX",2017-09-05,"African","WEST AFRICAN RESTAURANT",12,"EAST  169 STREET","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10456,"A",NA
NA,"BRONX",2017-09-05,"Pizza","JOHNS PIZZA",9,"WESTCHESTER AVENUE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10472,"A",NA
NA,"BRONX",2017-09-05,"Soul Food","CEA LO CAFE",5,"SOUNDVIEW AVENUE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10472,"A",NA
NA,"BRONX",2017-09-05,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","MONTESPINO RESTAURANT",28,"BRONX RIVER AVE","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10472,NA,NA
NA,"BRONX",2017-09-05,"Chinese","NEW FIVE STAR RESTAURANT",12,"EAST  174 STREET","Evidence of mice or live mice present in facility's food and/or non-food areas.",10472,"A",NA
NA,"BROOKLYN",2017-09-05,"Italian","CAFFE E VINO",21,"DEKALB AVENUE","Live roaches present in facility's food and/or non-food areas.",11201,NA,NA
NA,"BROOKLYN",2017-09-05,"American","HUDSON JANE",22,"MYRTLE AVE","Proper sanitization not provided for utensil ware washing operation.",11205,NA,NA
NA,"BROOKLYN",2017-09-05,"Juice, Smoothies, Fruit Salads","HEALTHY BLENDZ",13,"GLENWOOD ROAD","Food Protection Certificate not held by supervisor of food operations.",11210,"A",NA
NA,"BROOKLYN",2017-09-05,"Chinese","DI DI RESTAURANT",11,"NOSTRAND AVE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11210,"A",NA
NA,"BROOKLYN",2017-09-05,"Bakery","BROOKLYN CUPCAKE",16,"UNION AVENUE","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",11211,NA,NA
NA,"BROOKLYN",2017-09-05,"American","BLUE COLLAR HAMBURGERS",18,"HAVEMEYER STREET","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11211,NA,NA
NA,"BROOKLYN",2017-09-05,"Mediterranean","HALAL GYRO MANIA",13,"BATH AVE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11214,"A",NA
NA,"BROOKLYN",2017-09-05,"Bagels/Pretzels","NAGLES BAGELS",47,"TOMPKINS AVE","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11216,NA,NA
NA,"BROOKLYN",2017-09-05,"Bagels/Pretzels","THE BROOKLYN A HOTEL",10,"ATLANTIC AVE","Food Protection Certificate not held by supervisor of food operations.",11216,"A",NA
NA,"BROOKLYN",2017-09-05,"Chinese","NUAN XIN FAN TUAN",22,"8TH AVE","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",11220,NA,NA
NA,"BROOKLYN",2017-09-05,"Pizza","DADDY'S PIZZA & PASTA",12,"86TH ST","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11223,"A",NA
NA,"BROOKLYN",2017-09-05,"French","CHEZ OSKAR",35,"DECATUR ST","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11233,NA,NA
NA,"QUEENS",2017-09-05,"Chinese","NEW WORLD SIBLINGS INC",24,"ROOSEVELT AVE","Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",11354,"Not Yet Graded",NA
NA,"QUEENS",2017-09-05,"Pizza","ROMEO'S PIZZA",9,"CROSSBAY BOULEVARD","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11417,"A",NA
NA,"QUEENS",2017-09-05,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","LOS RANCHEROS",20,"JAMAICA AVENUE","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",11432,NA,NA
NA,"MANHATTAN",2017-09-06,"American","FRYGUYS",13,"E 2ND ST","Food Protection Certificate not held by supervisor of food operations.",10009,"Not Yet Graded",NA
NA,"MANHATTAN",2017-09-06,"Tapas","BAZAR",36,"W 26TH ST","''''Wash hands sign not posted at hand wash facility.",10010,NA,NA
NA,"MANHATTAN",2017-09-06,"CafÃ©/Coffee/Tea","LIMELIGHT FITNESS",47,"AVENUE OF THE AMERICAS","Food Protection Certificate not held by supervisor of food operations.",10010,NA,NA
NA,"MANHATTAN",2017-09-06,"Thai","FISH CHEEKS",19,"BOND ST","Wiping cloths soiled or not stored in sanitizing solution.",10012,"Not Yet Graded",NA
NA,"MANHATTAN",2017-09-06,"CafÃ©/Coffee/Tea","GUCKENHEIMER@THEORY",8,"GANSEVOORT ST","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10014,"A",NA
NA,"MANHATTAN",2017-09-06,"Sandwiches","'WICHCRAFT",10,"BROADWAY","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10018,"A",NA
NA,"MANHATTAN",2017-09-06,"American","AUGUST WILSON THEATRE",9,"WEST   52 STREET","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",10019,"A",NA
NA,"MANHATTAN",2017-09-06,"Chinese","JUNZI KITCHEN",28,"BROADWAY","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10025,NA,NA
NA,"MANHATTAN",2017-09-06,"Chilean","THE GRANGE BAR & EATERY",61,"AMSTERDAM AVENUE","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10031,NA,NA
NA,"MANHATTAN",2017-09-06,"American","ROXY DINER",29,"8TH AVE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10036,NA,NA
NA,"MANHATTAN",2017-09-06,"Pizza/Italian","FAMOUS CALABRIA PIZZERIA",12,"SAINT JAMES PL","Hot food item not held at or above 140Âº F.",10038,"A",NA
NA,"MANHATTAN",2017-09-06,"American","WING BISTRO",20,"1ST AVE","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",10065,NA,NA
NA,"MANHATTAN",2017-09-06,"Bagels/Pretzels","Pick-A-Bagel",13,"LEXINGTON AVE","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10075,NA,NA
NA,"MANHATTAN",2017-09-06,"Italian","DUE",33,"THIRD AVENUE","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10075,NA,NA
NA,"STATEN ISLAND",2017-09-06,"Italian","ROADHOUSE RESTAURANT",12,"CLOVE ROAD","Proper sanitization not provided for utensil ware washing operation.",10301,"A",NA
NA,"BRONX",2017-09-06,"Pizza/Italian","TWO GRANDPA'S PIZZA",24,"GRAND CONCOURSE","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",10453,NA,NA
NA,"BRONX",2017-09-06,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","POLLO SABROSO RESTAURANT",21,"E 198TH ST","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10458,NA,NA
NA,"BRONX",2017-09-06,"Pizza","TONY & TINA'S PIZZA",10,"ARTHUR AVENUE","Hot food item not held at or above 140Âº F.",10458,"A",NA
NA,"BRONX",2017-09-06,"Chinese","LOVE GARDEN",2,"E 180TH ST","Thawing procedures improper.",10460,NA,NA
NA,"BRONX",2017-09-06,"Caribbean","HUNTERS OCHIE BIKKLE JAMAICAN & AMERICAN RESTAURANT",48,"WHITE PLAINS RD","No facilities available to wash, rinse and sanitize utensils and/or equipment.",10467,NA,NA
NA,"BRONX",2017-09-06,"Chinese","NEW DREAM STATION CHINESE RESTAURANT",13,"WHITE PLAINS RD","Single service item reused, improperly stored, dispensed; not used when required.",10467,"A",NA
NA,"QUEENS",2017-09-06,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","LATIN CABANA",0,"STEINWAY ST",NA,11101,NA,NA
NA,"QUEENS",2017-09-06,"Spanish","ECUADORIAN FOOD RESTAURANT",11,"34 AVENUE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11101,"A",NA
NA,"BROOKLYN",2017-09-06,"Ice Cream, Gelato, Yogurt, Ices","HAAGEN-DAZS ICE CREAM",81,"MONTAGUE ST","Evidence of mice or live mice present in facility's food and/or non-food areas.",11201,NA,NA
NA,"BROOKLYN",2017-09-06,"CafÃ©/Coffee/Tea","STARBUCKS COFFEE #48340",10,"OLD FULTON ST","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11201,"A",NA
NA,"BROOKLYN",2017-09-06,"American","LOCK YARD",21,"5TH AVE","Food Protection Certificate not held by supervisor of food operations.",11209,NA,NA
NA,"BROOKLYN",2017-09-06,"Pizza/Italian","TONY'S PIZZA II",19,"RUTLAND ROAD","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11212,NA,NA
NA,"BROOKLYN",2017-09-06,"Caribbean","O'S BAR AND GRILL",33,"SAINT JOHNS PL","Thawing procedures improper.",11213,NA,NA
NA,"BROOKLYN",2017-09-06,"Spanish","PROGRESO HONDURAS RESTAURANT",12,"FT HAMILTON PARKWAY","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11219,"A",NA
NA,"BROOKLYN",2017-09-06,"Jewish/Kosher","PARADISE MANOR",3,"NEW UTRECHT AVE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11219,"A",NA
NA,"BROOKLYN",2017-09-06,"Jewish/Kosher","MERAKI",6,"E 13TH ST","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11229,"A",NA
NA,"BROOKLYN",2017-09-06,"Chinese","OLD PLACE RESTAURANT",36,"AVENUE U","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11229,NA,NA
NA,"BROOKLYN",2017-09-06,"Mexican","CHOLULA DELI GROCERY",70,"WYCKOFF AVENUE","Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.",11237,NA,NA
NA,"BROOKLYN",2017-09-06,"Middle Eastern","HOUSE OF YES",31,"WYCKOFF AVE","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",11237,NA,NA
NA,"BROOKLYN",2017-09-06,"American","WING WAGON",10,"FLATBUSH AVENUE","Evidence of mice or live mice present in facility's food and/or non-food areas.",11238,NA,NA
NA,"QUEENS",2017-09-06,"Juice, Smoothies, Fruit Salads","VIDA BELLA ''NUTRITION CLUB''",12,"103 STREET","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11368,"A",NA
NA,"QUEENS",2017-09-06,"Chinese","NEW MING GARDEN",12,"ROOSEVELT AVENUE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11368,"A",NA
NA,"QUEENS",2017-09-06,"Bakery","LA BOULANGERIE",7,"72 ROAD","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11375,"A",NA
NA,"QUEENS",2017-09-06,"Tex-Mex","EXPRESS SOFT TACO ONE",5,"QUEENS BLVD","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11375,"A",NA
NA,"QUEENS",2017-09-06,"Filipino","KRYSTAL PASTRY SHOP",18,"ROOSEVELT AVENUE","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",11377,NA,NA
NA,"QUEENS",2017-09-06,"Spanish","LA FONDA RESTAURANT",20,"ROOSEVELT AVENUE","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",11377,NA,NA
NA,"QUEENS",2017-09-06,"German","GOTTSCHEER HALL",41,"FAIRVIEW AVENUE","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11385,NA,NA
NA,"QUEENS",2017-09-06,"Pizza","IL GUSTO",9,"FOREST AVENUE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11385,"A",NA
NA,"QUEENS",2017-09-06,"Chinese","RANDY'S CHINESE RESTAURANT",3,"PUTNAM AVENUE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11385,"A",NA
NA,"QUEENS",2017-09-06,"Other","POLLO LINK",10,"101ST AVE","Wiping cloths soiled or not stored in sanitizing solution.",11416,"A",NA
NA,"QUEENS",2017-09-06,"Pizza/Italian","PAUL MICHAEL'S BRICK OVEN CAFE",11,"126TH ST","Wiping cloths soiled or not stored in sanitizing solution.",11418,NA,NA
NA,"MANHATTAN",2017-09-07,"American","OSCAR WILDE'S",35,"W 27TH ST","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10001,"Not Yet Graded",NA
NA,"MANHATTAN",2017-09-07,"Mediterranean","HARMONY Istanbul GRILL",40,"W 31ST ST","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10001,NA,NA
NA,"MANHATTAN",2017-09-07,"Juice, Smoothies, Fruit Salads","HAPPY BOWLS",51,"4TH AVE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10003,NA,NA
NA,"MANHATTAN",2017-09-07,"Chinese","RED EGG",48,"CENTRE ST","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",10013,NA,NA
NA,"MANHATTAN",2017-09-07,"Chinese","HOP LEE RESTARANT",14,"MOTT STREET","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10013,NA,NA
NA,"MANHATTAN",2017-09-07,"American","BELLE REVE",15,"CHURCH ST","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10013,NA,NA
NA,"MANHATTAN",2017-09-07,"Pizza","TWO BOOTS MIDTOWN EAST",12,"LEXINGTON AVE","Food contact surface not properly maintained.",10016,NA,NA
NA,"MANHATTAN",2017-09-07,"American","RAFFLES",12,"LEXINGTON AVENUE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10017,"A",NA
NA,"MANHATTAN",2017-09-07,"American","FORDHAM U- RAM CAFE AT LOWENSTEIN HALL",13,"W 60TH ST","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10023,"A",NA
NA,"MANHATTAN",2017-09-07,"Chinese","LEGEND UPPER WEST",50,"WEST  109 STREET","Thawing procedures improper.",10025,NA,NA
NA,"MANHATTAN",2017-09-07,"American","HEWITT DINING HALL BARNARD COLLEGE CAFETERIA",19,"WEST  116 STREET","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10027,NA,NA
NA,"MANHATTAN",2017-09-07,"Chinese","GRAND GREAT WALL RESTAURANT INC",32,"AMSTERDAM AVENUE","Wiping cloths soiled or not stored in sanitizing solution.",10031,NA,NA
NA,"MANHATTAN",2017-09-07,"Japanese","ROKC",33,"BROADWAY","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",10031,NA,NA
NA,"MANHATTAN",2017-09-07,"Japanese","CHOPPED PARSLEY",12,"W 146TH ST","Wiping cloths soiled or not stored in sanitizing solution.",10031,"A",NA
NA,"MANHATTAN",2017-09-07,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","SOFRITO",20,"RIVERSIDE DR","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10031,NA,NA
NA,"MANHATTAN",2017-09-07,"American","THE FACULTY CLUB (COLUMBIA UNIVERSITY)",2,"WEST 168 STREET","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10032,"A",NA
NA,"MANHATTAN",2017-09-07,"Pizza","MEDITERRANEO PIZZA",25,"SAINT NICHOLAS AVE","Evidence of mice or live mice present in facility's food and/or non-food areas.",10040,NA,NA
NA,"MANHATTAN",2017-09-07,"Mediterranean","ANATOLIA MEDITERRANEAN CUISINE",27,"EAST   62 STREET","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10065,NA,NA
NA,"MANHATTAN",2017-09-07,"American","HUNTER COLLEGE FACULTY DINING",23,"PARK AVENUE","Hot food item not held at or above 140Âº F.",10065,NA,NA
NA,"BRONX",2017-09-07,"American","INTERNATIONAL CATERERS",11,"AMPERE AVENUE","Proper sanitization not provided for utensil ware washing operation.",10465,"A",NA
NA,"QUEENS",2017-09-07,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","FLAVORS CORNER",23,"41ST AVE","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",11101,NA,NA
NA,"QUEENS",2017-09-07,"Mexican","LAS MARGARITAS",13,"BROADWAY","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",11103,NA,NA
NA,"QUEENS",2017-09-07,"Japanese","TAKESUSHI",12,"42 STREET","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11104,"A",NA
NA,"QUEENS",2017-09-07,"Hawaiian","POKE WAVE",3,"BROADWAY","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11106,"A",NA
NA,"QUEENS",2017-09-07,"Other","Nature's Soul Organic Cafe",12,"BROADWAY","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",11106,"A",NA
